universe,knob,knob_name,setting
15,9,MvCCRES,0.516693
15,10,MaNCRES,-0.087085
15,11,MvNCRES,-0.0883411
15,12,NonRESBGvpCC1pi,0.203127
15,13,NonRESBGvpCC2pi,0.0924345
15,14,NonRESBGvpNC1pi,0.702768
15,15,NonRESBGvpNC2pi,0.264055
15,16,NonRESBGvnCC1pi,1.72437
15,17,NonRESBGvnCC2pi,2.15861
15,18,NonRESBGvnNC1pi,0.543462
15,19,NonRESBGvnNC2pi,1.42506
15,20,NonRESBGvbarpCC1pi,1.08008
15,21,NonRESBGvbarpCC2pi,0.513921
15,22,NonRESBGvbarpNC1pi,0.0902629
15,23,NonRESBGvbarpNC2pi,0.0764382
15,24,NonRESBGvbarnCC1pi,0.45048
15,25,NonRESBGvbarnCC2pi,0.595661
15,26,NonRESBGvbarnNC1pi,1.5335
15,27,NonRESBGvbarnNC2pi,1.65139
15,28,AhtBY,-0.93514
15,29,BhtBY,0.349156
15,30,CV1uBY,0.408541
15,31,CV2uBY,-0.50243
15,32,AGKYxF1pi,1.09697
15,33,AGKYpT1pi,-2.36833
15,34,MFP_pi,-0.771842
15,35,MFP_N,-0.507882
15,36,FrCEx_pi,-0.915415
15,37,FrInel_pi,2.11744
15,38,FrAbs_pi,0.955109
15,39,FrCEx_N,0.076158
15,40,FrInel_N,0.323195
15,41,FrAbs_N,-1.11903
15,42,RDecBR1gamma,-0.263688
15,43,RDecBR1eta,-1.06141
15,44,XSecShape_CCMEC,1
15,45,RPA_CCQE,0.151
16,0,MaCCQE,11.4683
16,1,CoulombCCQE,0.858432
16,2,MaNCEL,0.763054
16,3,EtaNCEL,0.141518
16,4,NormCCMEC,1.64549
16,5,NormNCMEC,0.887025
16,6,FracPN_CCMEC,-1.15129
16,7,FracDelta_CCMEC,0.203321
16,8,MaCCRES,-3.07876
16,9,MvCCRES,0.0711153
16,10,MaNCRES,-1.20047
16,11,MvNCRES,-1.56156
16,12,NonRESBGvpCC1pi,-0.305506
16,13,NonRESBGvpCC2pi,2.22744
16,14,NonRESBGvpNC1pi,-0.115849
16,15,NonRESBGvpNC2pi,0.187089
16,16,NonRESBGvnCC1pi,-1.44501
16,17,NonRESBGvnCC2pi,1.51201
16,18,NonRESBGvnNC1pi,0.394909
16,19,NonRESBGvnNC2pi,-3.62341
16,20,NonRESBGvbarpCC1pi,-1.22198
16,21,NonRESBGvbarpCC2pi,-0.728595
16,22,NonRESBGvbarpNC1pi,0.624956
16,23,NonRESBGvbarpNC2pi,0.973842
16,24,NonRESBGvbarnCC1pi,1.25046
16,25,NonRESBGvbarnCC2pi,-0.956631
16,26,NonRESBGvbarnNC1pi,-0.720417
16,27,NonRESBGvbarnNC2pi,-0.701236
16,28,AhtBY,0.552113
16,29,BhtBY,1.26384
16,30,CV1uBY,-0.439108
16,31,CV2uBY,1.37778
16,32,AGKYxF1pi,-1.25278
16,33,AGKYpT1pi,-1.51354
16,34,MFP_pi,-1.99051
16,35,MFP_N,1.14624
16,36,FrCEx_pi,0.948998
16,37,FrInel_pi,1.46513
16,38,FrAbs_pi,-1.09324
16,39,FrCEx_N,-0.357587
16,40,FrInel_N,-0.805055
16,41,FrAbs_N,0.480635
16,42,RDecBR1gamma,1.91694
16,43,RDecBR1eta,-1.07318
16,44,XSecShape_CCMEC,1
16,45,RPA_CCQE,0.151
17,0,MaCCQE,12.8663
17,1,CoulombCCQE,-2.45892
17,2,MaNCEL,0.459729
17,3,EtaNCEL,1.76894
17,4,NormCCMEC,0.34888
17,5,NormNCMEC,-0.270867
17,6,FracPN_CCMEC,-0.860544
17,7,FracDelta_CCMEC,0.173992
17,8,MaCCRES,-0.593586
17,9,MvCCRES,0.000950227
17,10,MaNCRES,-0.973307
17,11,MvNCRES,0.568514
17,12,NonRESBGvpCC1pi,-0.0852157
17,13,NonRESBGvpCC2pi,-0.972896
17,14,NonRESBGvpNC1pi,0.635072
17,15,NonRESBGvpNC2pi,0.64595
17,16,NonRESBGvnCC1pi,-0.919719
17,17,NonRESBGvnCC2pi,0.417832
17,18,NonRESBGvnNC1pi,-1.09571
17,19,NonRESBGvnNC2pi,-1.129
17,20,NonRESBGvbarpCC1pi,1.00078
17,21,NonRESBGvbarpCC2pi,0.129785
17,22,NonRESBGvbarpNC1pi,-0.948095
17,23,NonRESBGvbarpNC2pi,0.839942
17,24,NonRESBGvbarnCC1pi,1.2987
17,25,NonRESBGvbarnCC2pi,-1.68958
17,26,NonRESBGvbarnNC1pi,-0.859599
17,27,NonRESBGvbarnNC2pi,0.631963
17,28,AhtBY,-1.92352
17,29,BhtBY,-0.0523602
17,30,CV1uBY,-2.94806
17,31,CV2uBY,-0.713232
17,32,AGKYxF1pi,-0.743724
17,33,AGKYpT1pi,0.443404
17,34,MFP_pi,-2.08053
17,35,MFP_N,-0.786011
17,36,FrCEx_pi,1.75727
17,37,FrInel_pi,0.280208
17,38,FrAbs_pi,-0.538433
17,39,FrCEx_N,-1.96387
17,40,FrInel_N,0.17552
17,41,FrAbs_N,-0.139018
17,42,RDecBR1gamma,0.718286
17,43,RDecBR1eta,-1.83188
17,44,XSecShape_CCMEC,1
17,45,RPA_CCQE,0.151
18,0,MaCCQE,5.19151
18,1,CoulombCCQE,-1.02251
18,2,MaNCEL,-0.0232032
18,3,EtaNCEL,1.1169
18,4,NormCCMEC,-0.671627
18,5,NormNCMEC,-0.226793
18,6,FracPN_CCMEC,0.642214
18,7,FracDelta_CCMEC,1.04329
18,8,MaCCRES,0.401608
18,9,MvCCRES,-0.441614
18,10,MaNCRES,-0.124072
18,11,MvNCRES,1.98152
18,12,NonRESBGvpCC1pi,2.26271
18,13,NonRESBGvpCC2pi,1.3347
18,14,NonRESBGvpNC1pi,-1.79736
18,15,NonRESBGvpNC2pi,0.687403
18,16,NonRESBGvnCC1pi,-0.739706
18,17,NonRESBGvnCC2pi,-0.416985
18,18,NonRESBGvnNC1pi,1.12838
18,19,NonRESBGvnNC2pi,0.670843
18,20,NonRESBGvbarpCC1pi,0.0139507
18,21,NonRESBGvbarpCC2pi,0.65981
18,22,NonRESBGvbarpNC1pi,1.00101
18,23,NonRESBGvbarpNC2pi,-0.027304
18,24,NonRESBGvbarnCC1pi,0.290715
18,25,NonRESBGvbarnCC2pi,-0.203428
18,26,NonRESBGvbarnNC1pi,-0.77884
18,27,NonRESBGvbarnNC2pi,-0.944566
18,28,AhtBY,-2.08221
18,29,BhtBY,0.174354
18,30,CV1uBY,0.752685
18,31,CV2uBY,-1.73838
18,32,AGKYxF1pi,1.29687
18,33,AGKYpT1pi,-0.15249
18,34,MFP_pi,1.71017
18,35,MFP_N,-0.791887
18,36,FrCEx_pi,1.44934
18,37,FrInel_pi,1.30026
18,38,FrAbs_pi,0.0272312
18,39,FrCEx_N,0.169339
18,40,FrInel_N,0.957697
18,41,FrAbs_N,0.0889193
18,42,RDecBR1gamma,-1.40624
18,43,RDecBR1eta,-0.425332
18,44,XSecShape_CCMEC,1
18,45,RPA_CCQE,0.151
19,0,MaCCQE,-2.28444
19,1,CoulombCCQE,0.161375
19,2,MaNCEL,-1.26638
19,3,EtaNCEL,-0.770064
19,4,NormCCMEC,1.02732
19,5,NormNCMEC,-3.88156
19,6,FracPN_CCMEC,0.201682
19,7,FracDelta_CCMEC,1.67065
19,8,MaCCRES,-0.841965
19,9,MvCCRES,0.616257
19,10,MaNCRES,1.16646
19,11,MvNCRES,-1.92234
19,12,NonRESBGvpCC1pi,1.25837
19,13,NonRESBGvpCC2pi,1.9362
19,14,NonRESBGvpNC1pi,0.585115
19,15,NonRESBGvpNC2pi,-1.28797
19,16,NonRESBGvnCC1pi,0.143841
19,17,NonRESBGvnCC2pi,-1.27361
19,18,NonRESBGvnNC1pi,-0.54595
19,19,NonRESBGvnNC2pi,-1.41716
19,20,NonRESBGvbarpCC1pi,1.78627
19,21,NonRESBGvbarpCC2pi,-1.58972
19,22,NonRESBGvbarpNC1pi,-0.0862453
19,23,NonRESBGvbarpNC2pi,-0.0167097
19,24,NonRESBGvbarnCC1pi,1.39655
19,25,NonRESBGvbarnCC2pi,0.272666
19,26,NonRESBGvbarnNC1pi,-0.947934
19,27,NonRESBGvbarnNC2pi,0.640495
19,28,AhtBY,0.625737
19,29,BhtBY,-0.0759998
19,30,CV1uBY,0.612733
19,31,CV2uBY,-0.31614
19,32,AGKYxF1pi,0.130997
19,33,AGKYpT1pi,-0.599351
19,34,MFP_pi,-0.917995
19,35,MFP_N,0.304863
19,36,FrCEx_pi,-0.140135
19,37,FrInel_pi,-0.465239
19,38,FrAbs_pi,-0.0354459
19,39,FrCEx_N,1.44235
19,40,FrInel_N,-0.159417
19,41,FrAbs_N,0.214014
19,42,RDecBR1gamma,-0.38876
19,43,RDecBR1eta,0.462668
19,44,XSecShape_CCMEC,1
19,45,RPA_CCQE,0.151
20,0,MaCCQE,7.69187
20,1,CoulombCCQE,0.530581
20,2,MaNCEL,-1.27286
20,3,EtaNCEL,-1.28166
20,4,NormCCMEC,1.25634
20,5,NormNCMEC,3.13265
20,6,FracPN_CCMEC,0.055795
20,7,FracDelta_CCMEC,-0.306931
20,8,MaCCRES,-0.0087041
20,9,MvCCRES,0.0326814
20,10,MaNCRES,-0.379733
20,11,MvNCRES,-0.907088
20,12,NonRESBGvpCC1pi,-0.617941
20,13,NonRESBGvpCC2pi,0.824719
20,14,NonRESBGvpNC1pi,0.252432
20,15,NonRESBGvpNC2pi,-0.929089
20,16,NonRESBGvnCC1pi,0.295655
20,17,NonRESBGvnCC2pi,-0.470451
20,18,NonRESBGvnNC1pi,0.759786
20,19,NonRESBGvnNC2pi,0.528252
20,20,NonRESBGvbarpCC1pi,-1.79003
20,21,NonRESBGvbarpCC2pi,-0.588713
20,22,NonRESBGvbarpNC1pi,0.0645249
20,23,NonRESBGvbarpNC2pi,1.63534
20,24,NonRESBGvbarnCC1pi,0.459783
20,25,NonRESBGvbarnCC2pi,-1.95183
20,26,NonRESBGvbarnNC1pi,-1.25748
20,27,NonRESBGvbarnNC2pi,0.0718944
20,28,AhtBY,-0.657412
20,29,BhtBY,0.247597
20,30,CV1uBY,-0.883914
20,31,CV2uBY,-0.790959
20,32,AGKYxF1pi,-1.91425
20,33,AGKYpT1pi,-0.275393
20,34,MFP_pi,0.57932
20,35,MFP_N,-1.56014
20,36,FrCEx_pi,-0.542923
20,37,FrInel_pi,-0.799848
20,38,FrAbs_pi,0.410046
20,39,FrCEx_N,0.540444
20,40,FrInel_N,-0.422667
20,41,FrAbs_N,-1.58801
20,42,RDecBR1gamma,-0.838657
20,43,RDecBR1eta,1.66322
20,44,XSecShape_CCMEC,1
20,45,RPA_CCQE,0.151
21,0,MaCCQE,12.1693
21,1,CoulombCCQE,0.790213
21,2,MaNCEL,0.870231
21,3,EtaNCEL,-1.33546
21,4,NormCCMEC,1.26989
21,5,NormNCMEC,0.164505
21,6,FracPN_CCMEC,0.0624367
21,7,FracDelta_CCMEC,1.44895
21,8,MaCCRES,-1.27912
21,9,MvCCRES,-0.858462
21,10,MaNCRES,0.627167
21,11,MvNCRES,0.431979
21,12,NonRESBGvpCC1pi,-0.468262
21,13,NonRESBGvpCC2pi,0.990367
21,14,NonRESBGvpNC1pi,-1.76576
21,15,NonRESBGvpNC2pi,0.0157362
21,16,NonRESBGvnCC1pi,0.718588
21,17,NonRESBGvnCC2pi,-2.22691
21,18,NonRESBGvnNC1pi,-0.579889
21,19,NonRESBGvnNC2pi,0.260277
21,20,NonRESBGvbarpCC1pi,-0.236454
21,21,NonRESBGvbarpCC2pi,0.786682
21,22,NonRESBGvbarpNC1pi,-0.933344
21,23,NonRESBGvbarpNC2pi,-0.682429
21,24,NonRESBGvbarnCC1pi,-0.455713
21,25,NonRESBGvbarnCC2pi,0.920189
21,26,NonRESBGvbarnNC1pi,-1.52175
21,27,NonRESBGvbarnNC2pi,0.468593
21,28,AhtBY,2.71143
21,29,BhtBY,-0.439787
21,30,CV1uBY,-1.62754
21,31,CV2uBY,1.61532
21,32,AGKYxF1pi,-1.28998
21,33,AGKYpT1pi,0.21217
21,34,MFP_pi,0.412069
21,35,MFP_N,0.802331
21,36,FrCEx_pi,0.955738
21,37,FrInel_pi,0.637278
21,38,FrAbs_pi,0.547436
21,39,FrCEx_N,-0.34602
21,40,FrInel_N,-0.205317
21,41,FrAbs_N,-0.156002
21,42,RDecBR1gamma,-0.355183
21,43,RDecBR1eta,-0.666968
21,44,XSecShape_CCMEC,1
21,45,RPA_CCQE,0.151
22,0,MaCCQE,-0.14756
22,1,CoulombCCQE,-0.781166
22,2,MaNCEL,-0.712309
22,3,EtaNCEL,-0.131161
22,4,NormCCMEC,0.365578
22,5,NormNCMEC,-1.28514
22,6,FracPN_CCMEC,-1.2822
22,7,FracDelta_CCMEC,-0.735831
22,8,MaCCRES,0.901087
22,9,MvCCRES,0.662514
22,10,MaNCRES,-0.0391164
22,11,MvNCRES,1.5516
22,12,NonRESBGvpCC1pi,-1.55365
22,13,NonRESBGvpCC2pi,-1.35166
22,14,NonRESBGvpNC1pi,-0.211635
22,15,NonRESBGvpNC2pi,0.175378
22,16,NonRESBGvnCC1pi,-0.554174
22,17,NonRESBGvnCC2pi,0.313534
22,18,NonRESBGvnNC1pi,1.4199
22,19,NonRESBGvnNC2pi,-1.46749
22,20,NonRESBGvbarpCC1pi,-1.186
22,21,NonRESBGvbarpCC2pi,-0.319278
22,22,NonRESBGvbarpNC1pi,0.804746
22,23,NonRESBGvbarpNC2pi,-0.386328
22,24,NonRESBGvbarnCC1pi,1.32023
22,25,NonRESBGvbarnCC2pi,-0.0802754
22,26,NonRESBGvbarnNC1pi,2.76381
22,27,NonRESBGvbarnNC2pi,-0.476668
22,28,AhtBY,-0.866606
22,29,BhtBY,-0.828617
22,30,CV1uBY,-0.63135
22,31,CV2uBY,-1.70522
22,32,AGKYxF1pi,0.599936
22,33,AGKYpT1pi,1.0093
22,34,MFP_pi,-1.67178
22,35,MFP_N,-2.06092
22,36,FrCEx_pi,0.429686
22,37,FrInel_pi,-0.41763
22,38,FrAbs_pi,-1.03523
22,39,FrCEx_N,0.320384
22,40,FrInel_N,0.714037
22,41,FrAbs_N,-1.39872
22,42,RDecBR1gamma,0.730527
22,43,RDecBR1eta,-0.319942
22,44,XSecShape_CCMEC,1
22,45,RPA_CCQE,0.151
23,0,MaCCQE,5.41873
23,1,CoulombCCQE,-0.184928
23,2,MaNCEL,-2.98269
23,3,EtaNCEL,1.0747
23,4,NormCCMEC,0.770865
23,5,NormNCMEC,-2.87698
23,6,FracPN_CCMEC,0.853964
23,7,FracDelta_CCMEC,0.476768
23,8,MaCCRES,-0.05619
23,9,MvCCRES,-1.18153
23,10,MaNCRES,-0.0179638
23,11,MvNCRES,-2.33611
23,12,NonRESBGvpCC1pi,-1.49909
23,13,NonRESBGvpCC2pi,-1.04924
23,14,NonRESBGvpNC1pi,-0.996417
23,15,NonRESBGvpNC2pi,-1.45604
23,16,NonRESBGvnCC1pi,-0.772659
23,17,NonRESBGvnCC2pi,-2.26154
23,18,NonRESBGvnNC1pi,-0.337153
23,19,NonRESBGvnNC2pi,-1.43618
23,20,NonRESBGvbarpCC1pi,0.0765768
23,21,NonRESBGvbarpCC2pi,-0.197267
23,22,NonRESBGvbarpNC1pi,-1.75918
23,23,NonRESBGvbarpNC2pi,0.499087
23,24,NonRESBGvbarnCC1pi,0.158769
23,25,NonRESBGvbarnCC2pi,0.426952
23,26,NonRESBGvbarnNC1pi,-0.723749
23,27,NonRESBGvbarnNC2pi,-0.780167
23,28,AhtBY,-0.129712
23,29,BhtBY,-2.49298
23,30,CV1uBY,-1.64767
23,31,CV2uBY,-0.263585
23,32,AGKYxF1pi,-0.0653763
23,33,AGKYpT1pi,-1.48084
23,34,MFP_pi,-0.898908
23,35,MFP_N,0.712465
23,36,FrCEx_pi,-1.12273
23,37,FrInel_pi,-0.297033
23,38,FrAbs_pi,-0.330828
23,39,FrCEx_N,-0.554583
23,40,FrInel_N,0.231892
23,41,FrAbs_N,-1.99072
23,42,RDecBR1gamma,0.32331
23,43,RDecBR1eta,-1.85165
23,44,XSecShape_CCMEC,1
23,45,RPA_CCQE,0.151
24,0,MaCCQE,2.87147
24,1,CoulombCCQE,-1.09645
24,2,MaNCEL,-1.6391
24,3,EtaNCEL,-0.94072
24,4,NormCCMEC,3.22844
24,5,NormNCMEC,-1.79965
24,6,FracPN_CCMEC,0.800869
24,7,FracDelta_CCMEC,1.78128
24,8,MaCCRES,1.02079
24,9,MvCCRES,-0.455674
24,10,MaNCRES,0.64182
24,11,MvNCRES,-1.07664
24,12,NonRESBGvpCC1pi,-2.5236
24,13,NonRESBGvpCC2pi,-0.519598
24,14,NonRESBGvpNC1pi,-0.911655
24,15,NonRESBGvpNC2pi,0.219727
24,16,NonRESBGvnCC1pi,-1.64403
24,17,NonRESBGvnCC2pi,1.1709
24,18,NonRESBGvnNC1pi,1.26934
24,19,NonRESBGvnNC2pi,1.46663
24,20,NonRESBGvbarpCC1pi,0.372321
24,21,NonRESBGvbarpCC2pi,-0.0081571
24,22,NonRESBGvbarpNC1pi,0.931217
24,23,NonRESBGvbarpNC2pi,0.0105773
24,24,NonRESBGvbarnCC1pi,-1.5947
24,25,NonRESBGvbarnCC2pi,0.0685244
24,26,NonRESBGvbarnNC1pi,-1.06329
24,27,NonRESBGvbarnNC2pi,-1.92388
24,28,AhtBY,1.13452
24,29,BhtBY,0.688966
24,30,CV1uBY,0.166806
24,31,CV2uBY,1.73643
24,32,AGKYxF1pi,-0.568636
24,33,AGKYpT1pi,0.997028
24,34,MFP_pi,-0.754942
24,35,MFP_N,0.653195
24,36,FrCEx_pi,1.46546
24,37,FrInel_pi,-0.343739
24,38,FrAbs_pi,-0.594017
24,39,FrCEx_N,-0.151001
24,40,FrInel_N,-0.590172
24,41,FrAbs_N,-0.0543412
24,42,RDecBR1gamma,-1.46928
24,43,RDecBR1eta,0.843171
24,44,XSecShape_CCMEC,1
24,45,RPA_CCQE,0.151
25,0,MaCCQE,4.02641
25,1,CoulombCCQE,0.318902
25,2,MaNCEL,-0.426903
25,3,EtaNCEL,0.528197
25,4,NormCCMEC,2.51645
25,5,NormNCMEC,-0.210201
25,6,FracPN_CCMEC,0.584785
25,7,FracDelta_CCMEC,-1.47438
25,8,MaCCRES,-0.242188
25,9,MvCCRES,-0.203379
25,10,MaNCRES,1.36542
25,11,MvNCRES,0.215079
25,12,NonRESBGvpCC1pi,-0.00771648
25,13,NonRESBGvpCC2pi,-0.749817
25,14,NonRESBGvpNC1pi,2.23226
25,15,NonRESBGvpNC2pi,-1.31938
25,16,NonRESBGvnCC1pi,0.576889
25,17,NonRESBGvnCC2pi,0.638993
25,18,NonRESBGvnNC1pi,0.650085
25,19,NonRESBGvnNC2pi,-0.874305
25,20,NonRESBGvbarpCC1pi,0.955273
25,21,NonRESBGvbarpCC2pi,-1.59251
25,22,NonRESBGvbarpNC1pi,-0.789655
25,23,NonRESBGvbarpNC2pi,-0.239886
25,24,NonRESBGvbarnCC1pi,1.46868
25,25,NonRESBGvbarnCC2pi,-0.841983
25,26,NonRESBGvbarnNC1pi,-1.9074
25,27,NonRESBGvbarnNC2pi,0.561426
25,28,AhtBY,-0.129595
25,29,BhtBY,-0.0163971
25,30,CV1uBY,0.339188
25,31,CV2uBY,-0.558478
25,32,AGKYxF1pi,0.00590474
25,33,AGKYpT1pi,-0.466293
25,34,MFP_pi,2.17733
25,35,MFP_N,0.0762772
25,36,FrCEx_pi,-0.424553
25,37,FrInel_pi,-0.227869
25,38,FrAbs_pi,0.518638
25,39,FrCEx_N,-0.829117
25,40,FrInel_N,0.619107
25,41,FrAbs_N,1.25234
25,42,RDecBR1gamma,-0.439985
25,43,RDecBR1eta,1.5401
25,44,XSecShape_CCMEC,1
25,45,RPA_CCQE,0.151
26,0,MaCCQE,5.91979
26,1,CoulombCCQE,-1.14139
26,2,MaNCEL,-0.0692894
26,3,EtaNCEL,1.59675
26,4,NormCCMEC,1.5155
26,5,NormNCMEC,-0.559096
26,6,FracPN_CCMEC,-1.38414
26,7,FracDelta_CCMEC,-1.11892
26,8,MaCCRES,0.21641
26,9,MvCCRES,1.13079
26,10,MaNCRES,-0.670834
26,11,MvNCRES,0.557635
26,12,NonRESBGvpCC1pi,-1.68614
26,13,NonRESBGvpCC2pi,1.20385
26,14,NonRESBGvpNC1pi,0.361472
26,15,NonRESBGvpNC2pi,1.50842
26,16,NonRESBGvnCC1pi,0.994506
26,17,NonRESBGvnCC2pi,-1.2786
26,18,NonRESBGvnNC1pi,-1.55235
26,19,NonRESBGvnNC2pi,1.53703
26,20,NonRESBGvbarpCC1pi,1.87468
26,21,NonRESBGvbarpCC2pi,0.467041
26,22,NonRESBGvbarpNC1pi,-1.30807
26,23,NonRESBGvbarpNC2pi,2.80104
26,24,NonRESBGvbarnCC1pi,0.786737
26,25,NonRESBGvbarnCC2pi,0.999122
26,26,NonRESBGvbarnNC1pi,-0.569062
26,27,NonRESBGvbarnNC2pi,-0.254204
26,28,AhtBY,-1.17696
26,29,BhtBY,0.861911
26,30,CV1uBY,-1.36752
26,31,CV2uBY,-0.0271827
26,32,AGKYxF1pi,-0.29432
26,33,AGKYpT1pi,-1.36054
26,34,MFP_pi,1.06012
26,35,MFP_N,-0.688807
26,36,FrCEx_pi,-0.318379
26,37,FrInel_pi,-0.933721
26,38,FrAbs_pi,0.141042
26,39,FrCEx_N,0.532959
26,40,FrInel_N,0.688611
26,41,FrAbs_N,-0.697128
26,42,RDecBR1gamma,-0.126922
26,43,RDecBR1eta,-2.13732
26,44,XSecShape_CCMEC,1
26,45,RPA_CCQE,0.151
27,0,MaCCQE,9.31415
27,1,CoulombCCQE,-1.55159
27,2,MaNCEL,-0.475985
27,3,EtaNCEL,1.10241
27,4,NormCCMEC,1.47858
27,5,NormNCMEC,1.21693
27,6,FracPN_CCMEC,-1.94126
27,7,FracDelta_CCMEC,-0.197105
27,8,MaCCRES,-0.562013
27,9,MvCCRES,-0.603581
27,10,MaNCRES,0.481974
27,11,MvNCRES,-0.513011
27,12,NonRESBGvpCC1pi,-0.165644
27,13,NonRESBGvpCC2pi,1.28098
27,14,NonRESBGvpNC1pi,-0.556679
27,15,NonRESBGvpNC2pi,-0.295766
27,16,NonRESBGvnCC1pi,0.0330688
27,17,NonRESBGvnCC2pi,0.0581918
27,18,NonRESBGvnNC1pi,0.540446
27,19,NonRESBGvnNC2pi,-0.560557
27,20,NonRESBGvbarpCC1pi,-1.26468
27,21,NonRESBGvbarpCC2pi,-0.257766
27,22,NonRESBGvbarpNC1pi,0.89734
27,23,NonRESBGvbarpNC2pi,1.00225
27,24,NonRESBGvbarnCC1pi,-0.190218
27,25,NonRESBGvbarnCC2pi,-0.786989
27,26,NonRESBGvbarnNC1pi,0.991037
27,27,NonRESBGvbarnNC2pi,0.494855
27,28,AhtBY,-1.42703
27,29,BhtBY,0.555764
27,30,CV1uBY,0.0576805
27,31,CV2uBY,0.414405
27,32,AGKYxF1pi,0.358477
27,33,AGKYpT1pi,1.5218
27,34,MFP_pi,0.109064
27,35,MFP_N,-0.713748
27,36,FrCEx_pi,-0.716995
27,37,FrInel_pi,-1.41426
27,38,FrAbs_pi,-3.39038
27,39,FrCEx_N,0.0604078
27,40,FrInel_N,0.683911
27,41,FrAbs_N,-0.266298
27,42,RDecBR1gamma,0.249811
27,43,RDecBR1eta,1.31443
27,44,XSecShape_CCMEC,1
27,45,RPA_CCQE,0.151
28,0,MaCCQE,5.45188
28,1,CoulombCCQE,0.871712
28,2,MaNCEL,-1.75763
28,3,EtaNCEL,0.589052
28,4,NormCCMEC,0.638794
28,5,NormNCMEC,-2.29049
28,6,FracPN_CCMEC,-0.141544
28,7,FracDelta_CCMEC,-0.853854
28,8,MaCCRES,-0.274223
28,9,MvCCRES,0.215295
28,10,MaNCRES,0.764892
28,11,MvNCRES,-1.40759
28,12,NonRESBGvpCC1pi,1.01212
28,13,NonRESBGvpCC2pi,-1.42321
28,14,NonRESBGvpNC1pi,0.244736
28,15,NonRESBGvpNC2pi,0.645451
28,16,NonRESBGvnCC1pi,0.062078
28,17,NonRESBGvnCC2pi,-0.597224
28,18,NonRESBGvnNC1pi,-0.56351
28,19,NonRESBGvnNC2pi,-0.0971898
28,20,NonRESBGvbarpCC1pi,0.113435
28,21,NonRESBGvbarpCC2pi,0.170967
28,22,NonRESBGvbarpNC1pi,-0.638785
28,23,NonRESBGvbarpNC2pi,-0.156176
28,24,NonRESBGvbarnCC1pi,0.48491
28,25,NonRESBGvbarnCC2pi,-2.39206
28,26,NonRESBGvbarnNC1pi,-0.606742
28,27,NonRESBGvbarnNC2pi,-0.184974
28,28,AhtBY,2.5236
28,29,BhtBY,0.38682
28,30,CV1uBY,-0.0390119
28,31,CV2uBY,-0.206013
28,32,AGKYxF1pi,-0.237391
28,33,AGKYpT1pi,-1.95815
28,34,MFP_pi,-0.812965
28,35,MFP_N,-1.48955
28,36,FrCEx_pi,-1.1852
28,37,FrInel_pi,-0.0236146
28,38,FrAbs_pi,0.682086
28,39,FrCEx_N,-0.696738
28,40,FrInel_N,0.0561103
28,41,FrAbs_N,0.0870005
28,42,RDecBR1gamma,-0.113632
28,43,RDecBR1eta,0.0265821
28,44,XSecShape_CCMEC,1
28,45,RPA_CCQE,0.151
29,0,MaCCQE,3.27275
29,1,CoulombCCQE,0.090823
29,2,MaNCEL,1.11512
29,3,EtaNCEL,-0.152278
29,4,NormCCMEC,2.64248
29,5,NormNCMEC,-1.38778
29,6,FracPN_CCMEC,0.184981
29,7,FracDelta_CCMEC,-0.459538
29,8,MaCCRES,0.850575
29,9,MvCCRES,0.798369
29,10,MaNCRES,0.133978
29,11,MvNCRES,-2.13061
29,12,NonRESBGvpCC1pi,0.389748
29,13,NonRESBGvpCC2pi,-0.093985
29,14,NonRESBGvpNC1pi,-0.714464
29,15,NonRESBGvpNC2pi,0.417431
29,16,NonRESBGvnCC1pi,1.59518
29,17,NonRESBGvnCC2pi,0.628923
29,18,NonRESBGvnNC1pi,-0.189838
29,19,NonRESBGvnNC2pi,1.02845
29,20,NonRESBGvbarpCC1pi,-0.475224
29,21,NonRESBGvbarpCC2pi,0.791564
29,22,NonRESBGvbarpNC1pi,0.461494
29,23,NonRESBGvbarpNC2pi,0.479135
29,24,NonRESBGvbarnCC1pi,-0.876046
29,25,NonRESBGvbarnCC2pi,-0.548322
29,26,NonRESBGvbarnNC1pi,2.05057
29,27,NonRESBGvbarnNC2pi,0.727416
29,28,AhtBY,0.911696
29,29,BhtBY,0.539932
29,30,CV1uBY,0.186665
29,31,CV2uBY,0.419701
29,32,AGKYxF1pi,-0.777717
29,33,AGKYpT1pi,0.0788821
29,34,MFP_pi,1.48676
29,35,MFP_N,-0.540181
29,36,FrCEx_pi,-1.14325
29,37,FrInel_pi,-0.932516
29,38,FrAbs_pi,1.08237
29,39,FrCEx_N,-0.640367
29,40,FrInel_N,1.83227
29,41,FrAbs_N,-1.42014
29,42,RDecBR1gamma,2.12674
29,43,RDecBR1eta,0.857476
29,44,XSecShape_CCMEC,1
29,45,RPA_CCQE,0.151
30,0,MaCCQE,9.63245
30,1,CoulombCCQE,-3.0739
30,2,MaNCEL,-0.208901
30,3,EtaNCEL,-0.404132
30,4,NormCCMEC,1.65712
30,5,NormNCMEC,0.974787
30,6,FracPN_CCMEC,-0.583136
30,7,FracDelta_CCMEC,-0.56065
30,8,MaCCRES,-1.672
30,9,MvCCRES,0.161072
30,10,MaNCRES,1.00294
30,11,MvNCRES,1.6422
30,12,NonRESBGvpCC1pi,1.18029
30,13,NonRESBGvpCC2pi,0.299308
30,14,NonRESBGvpNC1pi,1.07467
30,15,NonRESBGvpNC2pi,0.637015
30,16,NonRESBGvnCC1pi,0.551881
